Sentiment,UserID,DateTime,Product,User,Comment,NO_Punctuations,Tokenized_Data,Stop_Words_Removed
2,392,Tue Jun 02 02:54:44 UTC 2009,"""night at the museum""",jordanforeman,Just saw the new Night at the Museum movie...it was...okay...lol 7\10,just saw the new night at the museum movieit wasokaylol 710,"['just', 'saw', 'the', 'new', 'night', 'at', 'the', 'museum', 'movieit', 'wasokaylol', '710']","['saw', 'new', 'night', 'museum', 'movieit', 'wasokaylol', '710']"
2,393,Tue Jun 02 02:54:51 UTC 2009,"""night at the museum""",britree,Going to see night at the museum 2 with tall boy,going to see night at the museum 2 with tall boy,"['going', 'to', 'see', 'night', 'at', 'the', 'museum', '2', 'with', 'tall', 'boy']","['going', 'see', 'night', 'museum', '2', 'tall', 'boy']"
4,394,Tue Jun 02 02:55:16 UTC 2009,"""night at the museum""",jellz,@shannyoday I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good,shannyoday i will take you on a date to see night at the museum 2 whenever you wantit looks soooooo good,"['shannyoday', 'i', 'will', 'take', 'you', 'on', 'a', 'date', 'to', 'see', 'night', 'at', 'the', 'museum', '2', 'whenever', 'you', 'wantit', 'looks', 'soooooo', 'good']","['shannyoday', 'take', 'date', 'see', 'night', 'museum', '2', 'whenever', 'wantit', 'looks', 'soooooo', 'good']"
4,395,Tue Jun 02 02:55:25 UTC 2009,"""night at the museum""",droherty,no watching The Night At The Museum. Getting Really Good,no watching the night at the museum getting really good,"['no', 'watching', 'the', 'night', 'at', 'the', 'museum', 'getting', 'really', 'good']","['watching', 'night', 'museum', 'getting', 'really', 'good']"
4,396,Tue Jun 02 02:55:39 UTC 2009,"""night at the museum""",sarahbrooke,"Night at the Museum, Wolverine and junk food - perfect monday!",night at the museum wolverine and junk food  perfect monday,"['night', 'at', 'the', 'museum', 'wolverine', 'and', 'junk', 'food', 'perfect', 'monday']","['night', 'museum', 'wolverine', 'junk', 'food', 'perfect', 'monday']"
4,397,Tue Jun 02 02:55:49 UTC 2009,"""night at the museum""",jeremyempire,saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!,saw night at the museum 2 last night pretty crazy movie but the cast was awesome so it was well worth it robin williams forever,"['saw', 'night', 'at', 'the', 'museum', '2', 'last', 'night', 'pretty', 'crazy', 'movie', 'but', 'the', 'cast', 'was', 'awesome', 'so', 'it', 'was', 'well', 'worth', 'it', 'robin', 'williams', 'forever']","['saw', 'night', 'museum', '2', 'last', 'night', 'pretty', 'crazy', 'movie', 'cast', 'awesome', 'well', 'worth', 'robin', 'williams', 'forever']"
2,398,Tue Jun 02 02:56:01 UTC 2009,"""night at the museum""",MirandaClues,I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie.,i saw night at the museum battle of the swithsonian today it was okay your typical kids ben stiller movie,"['i', 'saw', 'night', 'at', 'the', 'museum', 'battle', 'of', 'the', 'swithsonian', 'today', 'it', 'was', 'okay', 'your', 'typical', 'kids', 'ben', 'stiller', 'movie']","['saw', 'night', 'museum', 'battle', 'swithsonian', 'today', 'okay', 'typical', 'kids', 'ben', 'stiller', 'movie']"
2,399,Tue Jun 02 02:56:25 UTC 2009,"""night at the museum""",RGuad08,Taking Katie to see Night at the Museum.  (she picked it),taking katie to see night at the museum  she picked it,"['taking', 'katie', 'to', 'see', 'night', 'at', 'the', 'museum', 'she', 'picked', 'it']","['taking', 'katie', 'see', 'night', 'museum', 'picked']"
0,400,Tue Jun 02 02:56:38 UTC 2009,"""night at the museum""",xshallsx,Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL,night at the museum tonite instead of up  oh well that 4 yr old better enjoy it lol,"['night', 'at', 'the', 'museum', 'tonite', 'instead', 'of', 'up', 'oh', 'well', 'that', '4', 'yr', 'old', 'better', 'enjoy', 'it', 'lol']","['night', 'museum', 'tonite', 'instead', 'oh', 'well', '4', 'yr', 'old', 'better', 'enjoy', 'lol']"
2,401,Tue Jun 02 03:00:25 UTC 2009,gm,EconomyUpdates,GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv,gm says expects announcment on sale of hummer soon  reuters wdsugm says expects announcment on sale of hummer  httpbitly4e1fv,"['gm', 'says', 'expects', 'announcment', 'on', 'sale', 'of', 'hummer', 'soon', 'reuters', 'wdsugm', 'says', 'expects', 'announcment', 'on', 'sale', 'of', 'hummer', 'httpbitly4e1fv']","['gm', 'says', 'expects', 'announcment', 'sale', 'hummer', 'soon', 'reuters', 'wdsugm', 'says', 'expects', 'announcment', 'sale', 'hummer', 'httpbitly4e1fv']"
0,402,Tue Jun 02 03:01:10 UTC 2009,gm,mshbrown,It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable,its unfortunate that after the stimulus plan was put in place twice to help gm on the back of the american people has led to the inevitable,"['its', 'unfortunate', 'that', 'after', 'the', 'stimulus', 'plan', 'was', 'put', 'in', 'place', 'twice', 'to', 'help', 'gm', 'on', 'the', 'back', 'of', 'the', 'american', 'people', 'has', 'led', 'to', 'the', 'inevitable']","['unfortunate', 'stimulus', 'plan', 'put', 'place', 'twice', 'help', 'gm', 'back', 'american', 'people', 'led', 'inevitable']"
0,403,Tue Jun 02 03:02:17 UTC 2009,gm,misschris62,Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.,tell me again why we are giving more  to gm we should use that  for all the programs that support the unemployed,"['tell', 'me', 'again', 'why', 'we', 'are', 'giving', 'more', 'to', 'gm', 'we', 'should', 'use', 'that', 'for', 'all', 'the', 'programs', 'that', 'support', 'the', 'unemployed']","['tell', 'giving', 'gm', 'use', 'programs', 'support', 'unemployed']"
0,404,Tue Jun 02 03:05:13 UTC 2009,gm,artbynemo,@jdreiss oh yes but if GM dies it will only be worth more boo hahaha,jdreiss oh yes but if gm dies it will only be worth more boo hahaha,"['jdreiss', 'oh', 'yes', 'but', 'if', 'gm', 'dies', 'it', 'will', 'only', 'be', 'worth', 'more', 'boo', 'hahaha']","['jdreiss', 'oh', 'yes', 'gm', 'dies', 'worth', 'boo', 'hahaha']"
0,405,Tue Jun 02 03:14:36 UTC 2009,time warner,windhamgirl,Time Warner cable is down again 3rd time since Memorial Day bummer!,time warner cable is down again 3rd time since memorial day bummer,"['time', 'warner', 'cable', 'is', 'down', 'again', '3rd', 'time', 'since', 'memorial', 'day', 'bummer']","['time', 'warner', 'cable', '3rd', 'time', 'since', 'memorial', 'day', 'bummer']"
0,406,Tue Jun 02 03:15:11 UTC 2009,time warner,mmmPi,"I would rather pay reasonable yearly taxes for ""free"" fast internet, than get gouged by Time Warner for a slow connection.",i would rather pay reasonable yearly taxes for free fast internet than get gouged by time warner for a slow connection,"['i', 'would', 'rather', 'pay', 'reasonable', 'yearly', 'taxes', 'for', 'free', 'fast', 'internet', 'than', 'get', 'gouged', 'by', 'time', 'warner', 'for', 'a', 'slow', 'connection']","['would', 'rather', 'pay', 'reasonable', 'yearly', 'taxes', 'free', 'fast', 'internet', 'get', 'gouged', 'time', 'warner', 'slow', 'connection']"
0,407,Tue Jun 02 03:15:23 UTC 2009,time warner,NDEddieMac,NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner,nooooooo my dvr just died and i was only half way through the ea presser hate you time warner,"['nooooooo', 'my', 'dvr', 'just', 'died', 'and', 'i', 'was', 'only', 'half', 'way', 'through', 'the', 'ea', 'presser', 'hate', 'you', 'time', 'warner']","['nooooooo', 'dvr', 'died', 'half', 'way', 'ea', 'presser', 'hate', 'time', 'warner']"
0,408,Tue Jun 02 03:15:54 UTC 2009,time warner,yourboysdot,F*ck Time Warner Cable!!! You f*cking suck balls!!! I have a $700 HD tv &amp; my damn HD channels hardly ever come in. Bullshit!!,fck time warner cable you fcking suck balls i have a 700 hd tv amp my damn hd channels hardly ever come in bullshit,"['fck', 'time', 'warner', 'cable', 'you', 'fcking', 'suck', 'balls', 'i', 'have', 'a', '700', 'hd', 'tv', 'amp', 'my', 'damn', 'hd', 'channels', 'hardly', 'ever', 'come', 'in', 'bullshit']","['fck', 'time', 'warner', 'cable', 'fcking', 'suck', 'balls', '700', 'hd', 'tv', 'amp', 'damn', 'hd', 'channels', 'hardly', 'ever', 'come', 'bullshit']"
0,409,Tue Jun 02 03:16:16 UTC 2009,time warner,Shazzainla,time warner has the worse customer service ever. I will never use them again,time warner has the worse customer service ever i will never use them again,"['time', 'warner', 'has', 'the', 'worse', 'customer', 'service', 'ever', 'i', 'will', 'never', 'use', 'them', 'again']","['time', 'warner', 'worse', 'customer', 'service', 'ever', 'never', 'use']"
0,410,Tue Jun 02 03:16:27 UTC 2009,time warner,dstalk,Time warner is the devil. Worst possible time for the Internet to go out.,time warner is the devil worst possible time for the internet to go out,"['time', 'warner', 'is', 'the', 'devil', 'worst', 'possible', 'time', 'for', 'the', 'internet', 'to', 'go', 'out']","['time', 'warner', 'devil', 'worst', 'possible', 'time', 'internet', 'go']"
0,411,Tue Jun 02 03:16:37 UTC 2009,time warner,ernestalfonso,Fuck no internet damn time warner!,fuck no internet damn time warner,"['fuck', 'no', 'internet', 'damn', 'time', 'warner']","['fuck', 'internet', 'damn', 'time', 'warner']"
0,412,Tue Jun 02 03:16:49 UTC 2009,time warner,kaaatiee,time warner really picks the worst time to not work. all i want to do is get to mtv.com so i can watch the hills. wtfffff.,time warner really picks the worst time to not work all i want to do is get to mtvcom so i can watch the hills wtfffff,"['time', 'warner', 'really', 'picks', 'the', 'worst', 'time', 'to', 'not', 'work', 'all', 'i', 'want', 'to', 'do', 'is', 'get', 'to', 'mtvcom', 'so', 'i', 'can', 'watch', 'the', 'hills', 'wtfffff']","['time', 'warner', 'really', 'picks', 'worst', 'time', 'work', 'want', 'get', 'mtvcom', 'watch', 'hills', 'wtfffff']"
0,413,Tue Jun 02 03:17:04 UTC 2009,time warner,JasonNegron,I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn.,i hate time warner soooo wish i had vios cant watch the fricken mets game wo buffering i feel like im watching free internet porn,"['i', 'hate', 'time', 'warner', 'soooo', 'wish', 'i', 'had', 'vios', 'cant', 'watch', 'the', 'fricken', 'mets', 'game', 'wo', 'buffering', 'i', 'feel', 'like', 'im', 'watching', 'free', 'internet', 'porn']","['hate', 'time', 'warner', 'soooo', 'wish', 'vios', 'cant', 'watch', 'fricken', 'mets', 'game', 'wo', 'buffering', 'feel', 'like', 'im', 'watching', 'free', 'internet', 'porn']"
0,414,Tue Jun 02 03:17:26 UTC 2009,time warner,elphabablue,Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :),ahhgot rid of stupid time warner today amp now taking a nap while the roomies cook for me pretty good end for a monday ,"['ahhgot', 'rid', 'of', 'stupid', 'time', 'warner', 'today', 'amp', 'now', 'taking', 'a', 'nap', 'while', 'the', 'roomies', 'cook', 'for', 'me', 'pretty', 'good', 'end', 'for', 'a', 'monday', '']","['ahhgot', 'rid', 'stupid', 'time', 'warner', 'today', 'amp', 'taking', 'nap', 'roomies', 'cook', 'pretty', 'good', 'end', 'monday', '']"
0,415,Tue Jun 02 03:17:55 UTC 2009,time warner,gabe_rp,Time Warner's HD line up is crap.,time warners hd line up is crap,"['time', 'warners', 'hd', 'line', 'up', 'is', 'crap']","['time', 'warners', 'hd', 'line', 'crap']"
0,416,Tue Jun 02 03:18:50 UTC 2009,time warner,JoeyCircles,is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!,is being fucked by time warner cable didnt know modems could explode and susan boyle sucks too,"['is', 'being', 'fucked', 'by', 'time', 'warner', 'cable', 'didnt', 'know', 'modems', 'could', 'explode', 'and', 'susan', 'boyle', 'sucks', 'too']","['fucked', 'time', 'warner', 'cable', 'didnt', 'know', 'modems', 'could', 'explode', 'susan', 'boyle', 'sucks']"
2,417,Tue Jun 02 03:22:07 UTC 2009,time warner,ScooPost,Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk),time warner cable pulls the plug on the girlfriend experience  wwwtinyurlcomm595fk,"['time', 'warner', 'cable', 'pulls', 'the', 'plug', 'on', 'the', 'girlfriend', 'experience', 'wwwtinyurlcomm595fk']","['time', 'warner', 'cable', 'pulls', 'plug', 'girlfriend', 'experience', 'wwwtinyurlcomm595fk']"
0,418,Tue Jun 02 03:23:50 UTC 2009,time warner,adamjleach,Time Warner Cable slogan: Where calling it a day at 2pm Happens.,time warner cable slogan where calling it a day at 2pm happens,"['time', 'warner', 'cable', 'slogan', 'where', 'calling', 'it', 'a', 'day', 'at', '2pm', 'happens']","['time', 'warner', 'cable', 'slogan', 'calling', 'day', '2pm', 'happens']"
2,419,Tue Jun 02 03:24:43 UTC 2009,china,HYPHYROCKSTAR,"Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3",rocawear heads to china building 300 stores   httptinyurlcomnofet3,"['rocawear', 'heads', 'to', 'china', 'building', '300', 'stores', 'httptinyurlcomnofet3']","['rocawear', 'heads', 'china', 'building', '300', 'stores', 'httptinyurlcomnofet3']"
2,420,Tue Jun 02 03:24:47 UTC 2009,china,BreakingBizNews,"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n",climate focus turns to beijing the united nations the us and european governments have called on china to coo httptinyurlcomlto92n,"['climate', 'focus', 'turns', 'to', 'beijing', 'the', 'united', 'nations', 'the', 'us', 'and', 'european', 'governments', 'have', 'called', 'on', 'china', 'to', 'coo', 'httptinyurlcomlto92n']","['climate', 'focus', 'turns', 'beijing', 'united', 'nations', 'us', 'european', 'governments', 'called', 'china', 'coo', 'httptinyurlcomlto92n']"
2,421,Tue Jun 02 03:24:57 UTC 2009,china,myfoxdc,myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba,myfoxdc barrie students back from trip to china a silver spring high schools class trip to china has en httptinyurlcomnlhqba,"['myfoxdc', 'barrie', 'students', 'back', 'from', 'trip', 'to', 'china', 'a', 'silver', 'spring', 'high', 'schools', 'class', 'trip', 'to', 'china', 'has', 'en', 'httptinyurlcomnlhqba']","['myfoxdc', 'barrie', 'students', 'back', 'trip', 'china', 'silver', 'spring', 'high', 'schools', 'class', 'trip', 'china', 'en', 'httptinyurlcomnlhqba']"
2,422,Tue Jun 02 03:25:01 UTC 2009,china,drlombardo,"Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv",three china aerospace giants develop tianjin binhai  new area  229 b yuan invested   httpbitlymmidv,"['three', 'china', 'aerospace', 'giants', 'develop', 'tianjin', 'binhai', 'new', 'area', '229', 'b', 'yuan', 'invested', 'httpbitlymmidv']","['three', 'china', 'aerospace', 'giants', 'develop', 'tianjin', 'binhai', 'new', 'area', '229', 'b', 'yuan', 'invested', 'httpbitlymmidv']"
2,423,Tue Jun 02 03:27:27 UTC 2009,gm,sinostream,http://xi.gs/04FO GM CEO: China will continue to be key partner,httpxigs04fo gm ceo china will continue to be key partner,"['httpxigs04fo', 'gm', 'ceo', 'china', 'will', 'continue', 'to', 'be', 'key', 'partner']","['httpxigs04fo', 'gm', 'ceo', 'china', 'continue', 'key', 'partner']"
2,424,Tue Jun 02 03:27:48 UTC 2009,gm,hammerauto,RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu,rt latimesautos is now the time to buy a gm car httpbitlynrzlu,"['rt', 'latimesautos', 'is', 'now', 'the', 'time', 'to', 'buy', 'a', 'gm', 'car', 'httpbitlynrzlu']","['rt', 'latimesautos', 'time', 'buy', 'gm', 'car', 'httpbitlynrzlu']"
0,425,Tue Jun 02 03:29:23 UTC 2009,surgery,scoralli,Recovering from surgery..wishing @julesrenner was here :(,recovering from surgerywishing julesrenner was here ,"['recovering', 'from', 'surgerywishing', 'julesrenner', 'was', 'here', '']","['recovering', 'surgerywishing', 'julesrenner', '']"
4,426,Tue Jun 02 03:29:53 UTC 2009,dentist,sardonnica,"My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!",my wrist still hurts i have to get it looked at i hate the drdentistscary places  time to watch eagle eye if you want to join txt,"['my', 'wrist', 'still', 'hurts', 'i', 'have', 'to', 'get', 'it', 'looked', 'at', 'i', 'hate', 'the', 'drdentistscary', 'places', 'time', 'to', 'watch', 'eagle', 'eye', 'if', 'you', 'want', 'to', 'join', 'txt']","['wrist', 'still', 'hurts', 'get', 'looked', 'hate', 'drdentistscary', 'places', 'time', 'watch', 'eagle', 'eye', 'want', 'join', 'txt']"
2,427,Tue Jun 02 03:32:14 UTC 2009,dentist,BChasnov,Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?,dentist tomorrow have to brush well in the morning like i make my hair all nice before i get it cut why,"['dentist', 'tomorrow', 'have', 'to', 'brush', 'well', 'in', 'the', 'morning', 'like', 'i', 'make', 'my', 'hair', 'all', 'nice', 'before', 'i', 'get', 'it', 'cut', 'why']","['dentist', 'tomorrow', 'brush', 'well', 'morning', 'like', 'make', 'hair', 'nice', 'get', 'cut']"
0,428,Tue Jun 02 03:32:33 UTC 2009,dentist,LILJIZZEL,"THE DENTIST LIED! "" U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS"" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!",the dentist lied  u wont feel any discomort prob wont even need pain pills man u twippin this shit hurt how many pills can i take,"['the', 'dentist', 'lied', 'u', 'wont', 'feel', 'any', 'discomort', 'prob', 'wont', 'even', 'need', 'pain', 'pills', 'man', 'u', 'twippin', 'this', 'shit', 'hurt', 'how', 'many', 'pills', 'can', 'i', 'take']","['dentist', 'lied', 'u', 'wont', 'feel', 'discomort', 'prob', 'wont', 'even', 'need', 'pain', 'pills', 'man', 'u', 'twippin', 'shit', 'hurt', 'many', 'pills', 'take']"
0,429,Tue Jun 02 03:32:45 UTC 2009,dentist,giz2000,@kirstiealley my dentist is great but she's expensive...=(,kirstiealley my dentist is great but shes expensive,"['kirstiealley', 'my', 'dentist', 'is', 'great', 'but', 'shes', 'expensive']","['kirstiealley', 'dentist', 'great', 'shes', 'expensive']"
2,430,Tue Jun 02 03:33:30 UTC 2009,dentist,cmonaussiecmon,@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml,kirstiealley pet dentist httpwwwfunnyvillecomfvpicturesdogdenturesshtml,"['kirstiealley', 'pet', 'dentist', 'httpwwwfunnyvillecomfvpicturesdogdenturesshtml']","['kirstiealley', 'pet', 'dentist', 'httpwwwfunnyvillecomfvpicturesdogdenturesshtml']"
4,431,Tue Jun 02 03:33:53 UTC 2009,dentist,sorayabouby,is studing math ;) tomorrow exam and dentist :),is studing math  tomorrow exam and dentist ,"['is', 'studing', 'math', 'tomorrow', 'exam', 'and', 'dentist', '']","['studing', 'math', 'tomorrow', 'exam', 'dentist', '']"
0,432,Tue Jun 02 03:34:27 UTC 2009,dentist,jeffreymodest,my dentist was wrong... WRONG,my dentist was wrong wrong,"['my', 'dentist', 'was', 'wrong', 'wrong']","['dentist', 'wrong', 'wrong']"
0,433,Tue Jun 02 03:34:39 UTC 2009,dentist,yowneh,Going to the dentist later.:|,going to the dentist later,"['going', 'to', 'the', 'dentist', 'later']","['going', 'dentist', 'later']"
0,434,Tue Jun 02 03:34:58 UTC 2009,dentist,CWilliams_Rltr,Son has me looking at cars online.  I hate car shopping.  Would rather go to the dentist!  Anyone with a good car at a good price to sell?,son has me looking at cars online  i hate car shopping  would rather go to the dentist  anyone with a good car at a good price to sell,"['son', 'has', 'me', 'looking', 'at', 'cars', 'online', 'i', 'hate', 'car', 'shopping', 'would', 'rather', 'go', 'to', 'the', 'dentist', 'anyone', 'with', 'a', 'good', 'car', 'at', 'a', 'good', 'price', 'to', 'sell']","['son', 'looking', 'cars', 'online', 'hate', 'car', 'shopping', 'would', 'rather', 'go', 'dentist', 'anyone', 'good', 'car', 'good', 'price', 'sell']"
2,435,Tue Jun 02 04:29:16 UTC 2009,baseball,SimpleManJess,NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx,ncaa baseball super regional  rams club httpbitlyro7nx,"['ncaa', 'baseball', 'super', 'regional', 'rams', 'club', 'httpbitlyro7nx']","['ncaa', 'baseball', 'super', 'regional', 'rams', 'club', 'httpbitlyro7nx']"
2,436,Tue Jun 02 04:29:26 UTC 2009,baseball,H3LLGWAR,just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR,just started playing major league baseball 2k9 httpraptrcomh3llgwar,"['just', 'started', 'playing', 'major', 'league', 'baseball', '2k9', 'httpraptrcomh3llgwar']","['started', 'playing', 'major', 'league', 'baseball', '2k9', 'httpraptrcomh3llgwar']"
2,437,Tue Jun 02 04:29:30 UTC 2009,baseball,LouisvilleGrads,Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.,cardinals baseball advance to super regionals face csfullerton friday,"['cardinals', 'baseball', 'advance', 'to', 'super', 'regionals', 'face', 'csfullerton', 'friday']","['cardinals', 'baseball', 'advance', 'super', 'regionals', 'face', 'csfullerton', 'friday']"
2,438,Tue Jun 02 04:39:24 UTC 2009,sony,SwainFamily,Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796,sony coupon code expires soon httpwwwcoupondorkcomr1796,"['sony', 'coupon', 'code', 'expires', 'soon', 'httpwwwcoupondorkcomr1796']","['sony', 'coupon', 'code', 'expires', 'soon', 'httpwwwcoupondorkcomr1796']"
2,439,Tue Jun 02 04:39:49 UTC 2009,safeway,neeeelia,waiting in line at safeway.,waiting in line at safeway,"['waiting', 'in', 'line', 'at', 'safeway']","['waiting', 'line', 'safeway']"
0,440,Tue Jun 02 04:39:59 UTC 2009,safeway,ryanlipert,luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?,luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts how jacked up is that,"['luke', 'and', 'i', 'got', 'stopped', 'walking', 'out', 'of', 'safeway', 'and', 'asked', 'to', 'empty', 'our', 'pockets', 'and', 'lift', 'our', 'shirts', 'how', 'jacked', 'up', 'is', 'that']","['luke', 'got', 'stopped', 'walking', 'safeway', 'asked', 'empty', 'pockets', 'lift', 'shirts', 'jacked']"
2,441,Tue Jun 02 04:41:03 UTC 2009,safeway,evan,Did not realize there is a gym above Safeway!,did not realize there is a gym above safeway,"['did', 'not', 'realize', 'there', 'is', 'a', 'gym', 'above', 'safeway']","['realize', 'gym', 'safeway']"
2,442,Tue Jun 02 04:41:07 UTC 2009,safeway,ronjon,"@XPhile1908 I have three words for you: ""Safeway dot com""",xphile1908 i have three words for you safeway dot com,"['xphile1908', 'i', 'have', 'three', 'words', 'for', 'you', 'safeway', 'dot', 'com']","['xphile1908', 'three', 'words', 'safeway', 'dot', 'com']"
4,443,Tue Jun 02 04:41:19 UTC 2009,safeway,missleigh,Safeway is very rock n roll tonight,safeway is very rock n roll tonight,"['safeway', 'is', 'very', 'rock', 'n', 'roll', 'tonight']","['safeway', 'rock', 'n', 'roll', 'tonight']"
2,444,Tue Jun 02 04:41:36 UTC 2009,safeway,SharkKMV,Bout to hit safeway I gotta eat,bout to hit safeway i gotta eat,"['bout', 'to', 'hit', 'safeway', 'i', 'gotta', 'eat']","['bout', 'hit', 'safeway', 'gotta', 'eat']"
2,445,Tue Jun 02 04:41:48 UTC 2009,safeway,bosZmom,Jake's going to safeway!,jakes going to safeway,"['jakes', 'going', 'to', 'safeway']","['jakes', 'going', 'safeway']"
2,446,Tue Jun 02 04:41:58 UTC 2009,safeway,penlynwilson,Found a safeway. Picking up a few staples.,found a safeway picking up a few staples,"['found', 'a', 'safeway', 'picking', 'up', 'a', 'few', 'staples']","['found', 'safeway', 'picking', 'staples']"
2,447,Tue Jun 02 04:42:28 UTC 2009,safeway,mobileadgirl,Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w,safeway supermarketing via mobile coupons httpbitlyonh7w,"['safeway', 'supermarketing', 'via', 'mobile', 'coupons', 'httpbitlyonh7w']","['safeway', 'supermarketing', 'via', 'mobile', 'coupons', 'httpbitlyonh7w']"
0,448,Tue Jun 02 04:42:34 UTC 2009,safeway,phantomzangel,The safeway bathroom still smells like ass!,the safeway bathroom still smells like ass,"['the', 'safeway', 'bathroom', 'still', 'smells', 'like', 'ass']","['safeway', 'bathroom', 'still', 'smells', 'like', 'ass']"
0,449,Tue Jun 02 04:42:46 UTC 2009,safeway,BreezB,"At safeway on elkhorn, they move like they're dead!",at safeway on elkhorn they move like theyre dead,"['at', 'safeway', 'on', 'elkhorn', 'they', 'move', 'like', 'theyre', 'dead']","['safeway', 'elkhorn', 'move', 'like', 'theyre', 'dead']"
2,451,Tue Jun 02 06:53:03 UTC 2009,eating,nonstopdiets,Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O,your normal weight and how to get there  normal eating blog httpbitlyzet8o,"['your', 'normal', 'weight', 'and', 'how', 'to', 'get', 'there', 'normal', 'eating', 'blog', 'httpbitlyzet8o']","['normal', 'weight', 'get', 'normal', 'eating', 'blog', 'httpbitlyzet8o']"
2,452,Tue Jun 02 06:53:11 UTC 2009,eating,janelleshanks,Is Eating and Watching Movies....,is eating and watching movies,"['is', 'eating', 'and', 'watching', 'movies']","['eating', 'watching', 'movies']"
2,456,Tue Jun 02 06:53:27 UTC 2009,eating,hanaho,eating sashimi,eating sashimi,"['eating', 'sashimi']","['eating', 'sashimi']"
2,457,Tue Jun 02 06:53:37 UTC 2009,eating,Fiel,is eating  home made yema,is eating  home made yema,"['is', 'eating', 'home', 'made', 'yema']","['eating', 'home', 'made', 'yema']"
2,458,Tue Jun 02 06:54:16 UTC 2009,eating,aaindefenzo,eating cake,eating cake,"['eating', 'cake']","['eating', 'cake']"
4,531,Thu Jun 04 16:49:55 UTC 2009,nike,CrownRoyal8,i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.,i love dwight howards vitamin water commercial now i wish he was with nike and not adidas lol,"['i', 'love', 'dwight', 'howards', 'vitamin', 'water', 'commercial', 'now', 'i', 'wish', 'he', 'was', 'with', 'nike', 'and', 'not', 'adidas', 'lol']","['love', 'dwight', 'howards', 'vitamin', 'water', 'commercial', 'wish', 'nike', 'adidas', 'lol']"
0,532,Thu Jun 04 16:52:36 UTC 2009,nike,MrGQ,Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic,found nothing at nike factory  off to banana republic outlet httpmylocme2zic,"['found', 'nothing', 'at', 'nike', 'factory', 'off', 'to', 'banana', 'republic', 'outlet', 'httpmylocme2zic']","['found', 'nothing', 'nike', 'factory', 'banana', 'republic', 'outlet', 'httpmylocme2zic']"
2,533,Thu Jun 04 16:53:09 UTC 2009,nike,ngngfrancis,iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc,iphone may get radio tagging and nike   recentlyreleased itunes version 82 suggests that voiceover functional httptinyurlcomoq5ctc,"['iphone', 'may', 'get', 'radio', 'tagging', 'and', 'nike', 'recentlyreleased', 'itunes', 'version', '82', 'suggests', 'that', 'voiceover', 'functional', 'httptinyurlcomoq5ctc']","['iphone', 'may', 'get', 'radio', 'tagging', 'nike', 'recentlyreleased', 'itunes', 'version', '82', 'suggests', 'voiceover', 'functional', 'httptinyurlcomoq5ctc']"
